"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","INSPECTION.DATE","ACTION","VIOLATION.CODE","VIOLATION.DESCRIPTION","CRITICAL.FLAG","SCORE","GRADE","GRADE.DATE","RECORD.DATE","INSPECTION.TYPE","add","lon","lat","geoAddress"
50042072,"SUSHI TIME","MANHATTAN","821","2ND AVE",10017,"2128838983","Asian","7/18/16","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical",9,"A","7/18/16","9/27/17","Cycle Inspection / Re-inspection","821 2ND AVE",-73.9716384,40.7511137,"821 2nd ave, new york, ny 10017, usa"
40838693,"BUBBY'S","MANHATTAN","120","HUDSON STREET",10013,"2122190666","American","4/22/16","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140’äÎ_ F.","Critical",23,"","","9/27/17","Cycle Inspection / Initial Inspection","120 HUDSON STREET",-74.0083092,40.7198118,"120 hudson st, new york, ny 10013, usa"
41267566,"SMITH & MILLS","MANHATTAN","71","NORTH MOORE STREET",10013,"2122262515","American","4/17/17","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",44,"","","9/27/17","Cycle Inspection / Initial Inspection","71 NORTH MOORE STREET",-74.0097612,40.7200917,"71 n moore st, new york, ny 10013, usa"
41348161,"DELICATESSEN MACBAR","MANHATTAN","54","PRINCE STREET",10012,"2122260211","American","5/18/15","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",11,"A","5/18/15","9/27/17","Cycle Inspection / Re-inspection","54 PRINCE STREET",-73.9963118,40.72346,"54 prince st, new york, ny 10012, usa"
50016586,"OTTO'S TACOS","MANHATTAN","131","7TH AVE S",10014,"6466570646","Mexican","3/14/16","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",10,"A","3/14/16","9/27/17","Cycle Inspection / Initial Inspection","131 7TH AVE S",-74.0020669,40.7345072,"131 7th ave s, new york, ny 10014, usa"
50011083,"SUBWAY","MANHATTAN","28","WATER ST",10004,"2122693460","Sandwiches","8/5/14","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",24,"","","9/27/17","Pre-permit (Operational) / Initial Inspection","28 WATER ST",-74.0110844,40.7032618,"28 water st, new york, ny 10004, usa"
50035681,"ROAST","MANHATTAN","1569","LEXINGTON AVE",10029,"9173229287","Jewish/Kosher","8/5/16","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",18,"B","8/5/16","9/27/17","Cycle Inspection / Re-inspection","1569 LEXINGTON AVE",-73.9486373,40.7885804,"1569 lexington ave, new york, ny 10029, usa"
50001105,"STAGECOACH TAVERN","MANHATTAN","834","7TH AVENUE",10019,"2129759047","American","5/18/15","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",13,"A","5/18/15","9/27/17","Cycle Inspection / Re-inspection","834 7TH AVENUE",-73.9817895,40.7634267,"834 7th ave, new york, ny 10019, usa"
50001114,"Pick-A-Bagel","MANHATTAN","1101","LEXINGTON AVE",10075,"2125176590","Bagels/Pretzels","3/7/16","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",13,"A","3/7/16","9/27/17","Cycle Inspection / Re-inspection","1101 LEXINGTON AVE",-73.9595659,40.7736606,"1101 lexington ave, new york, ny 10075, usa"
41486672,"CHIPOTLE MEXICAN GRILL","MANHATTAN","101","FULTON STREET",10038,"2129641049","Mexican","9/23/16","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",4,"A","9/23/16","9/27/17","Cycle Inspection / Initial Inspection","101 FULTON STREET",-74.0063856,40.7098573,"101 fulton st, new york, ny 10038, usa"
50010960,"MANHATANVILLE COFFEE","MANHATTAN","142","EDGECOMBE AVE",10030,"7189540954","Caf’ÛÎ©/Coffee/Tea","9/17/14","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",10,"A","9/17/14","9/27/17","Cycle Inspection / Initial Inspection","142 EDGECOMBE AVE",-73.9444927,40.8212877,"142 edgecombe ave, new york, ny 10030, usa"
41644326,"2 WEST RESTAURANT","MANHATTAN","2","WEST STREET",10004,"2123440800","American","4/7/14","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",20,"","","9/27/17","Cycle Inspection / Initial Inspection","2 WEST STREET",-74.0173997,40.7055158,"2 west st, new york, ny 10004, usa"
41456879,"RAY'S PIZZA","MANHATTAN","1827","2 AVENUE",10128,"2123483955","Pizza","2/2/15","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",17,"","","9/27/17","Cycle Inspection / Initial Inspection","1827 2 AVENUE",-73.9480007,40.7834523,"1827 2nd ave, new york, ny 10128, usa"
41428773,"SHERWOOD TO GO","MANHATTAN","930","3 AVENUE",10022,"2126445616","American","5/26/15","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",16,"B","5/26/15","9/27/17","Cycle Inspection / Re-inspection","930 3 AVENUE",-74.0060183,40.6561859,"930 3rd ave, brooklyn, ny 11232, usa"
41152867,"GUY & GALLARD","MANHATTAN","339","7 AVENUE",10001,"2122797373","Sandwiches/Salads/Mixed Buffet","7/12/16","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical",7,"A","7/12/16","9/27/17","Cycle Inspection / Initial Inspection","339 7 AVENUE",-73.9928212,40.7474172,"339 7th ave, new york, ny 10001, usa"
50003580,"XING WONG BBQ","MANHATTAN","89","E BROADWAY",10002,"2127798899","Chinese","2/17/15","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical",29,"","","9/27/17","Cycle Inspection / Initial Inspection","89 E BROADWAY",-73.9937066,40.7135423,"89 e broadway, new york, ny 10002, usa"
41310519,"LANTERN THAI","MANHATTAN","311","2 AVENUE",10003,"2127772770","Thai","12/5/16","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",11,"A","12/5/16","9/27/17","Cycle Inspection / Initial Inspection","311 2 AVENUE",-73.9833334,40.7350724,"311 2nd ave, new york, ny 10003, usa"
40401583,"EL REY DE LA CARIDAD","MANHATTAN","973","AMSTERDAM AVENUE",10025,"2122227383","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","10/30/14","Violations were cited in the following area(s).","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140’äÎ_ F to 70’äÎ_ F or less within 2 hours, and from 70’äÎ_ F to 41’äÎ_ F or less within 4 additional hours.","Critical",19,"B","10/30/14","9/27/17","Cycle Inspection / Re-inspection","973 AMSTERDAM AVENUE",-73.9646297,40.8014866,"973 amsterdam ave, new york, ny 10025, usa"
50063135,"YOKOYA","MANHATTAN","201","ALLEN ST",10002,"2123881388","Asian","6/19/17","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",7,"A","6/19/17","9/27/17","Pre-permit (Operational) / Re-inspection","201 ALLEN ST",-73.989167,40.7225362,"201 allen st, new york, ny 10002, usa"
50000259,"CENTRAL MARKET NEW YORK","MANHATTAN","23","VANDERBILT AVENUE",10017,"2128085227","Italian","8/19/16","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",13,"","","9/27/17","Cycle Inspection / Initial Inspection","23 VANDERBILT AVENUE",-73.9704106,40.6971296,"23 vanderbilt ave, brooklyn, ny 11205, usa"
40999185,"GAETANA'S CUCINA ITALIANA","MANHATTAN","143","CHRISTOPHER STREET",10014,"2126753913","Italian","3/21/17","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",21,"","","9/27/17","Cycle Inspection / Initial Inspection","143 CHRISTOPHER STREET",-74.0077958,40.7329613,"143 christopher st, new york, ny 10014, usa"
50004861,"MIN JIANG MINI CAFE","MANHATTAN","67","ELDRIDGE ST",10002,"3474466658","Chinese","10/14/15","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",8,"","","9/27/17","Cycle Inspection / Initial Inspection","67 ELDRIDGE ST",-73.9929015,40.7167653,"67 eldridge st, new york, ny 10002, usa"
40993898,"ESSEX WORLD CAFE","MANHATTAN","112","LIBERTY STREET",10006,"2127919900","American","11/14/14","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",22,"","","9/27/17","Cycle Inspection / Initial Inspection","112 LIBERTY STREET",-74.0121261,40.7095516,"112 liberty st, new york, ny 10006, usa"
41243535,"EMPIRE CORNER II","MANHATTAN","1415","5 AVENUE",10029,"2124105756","Chinese","10/25/16","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",12,"A","10/25/16","9/27/17","Cycle Inspection / Initial Inspection","1415 5 AVENUE",-73.9462938,40.8003978,"1415 5th ave, new york, ny 10029, usa"
41091396,"TEXAS STAR SNACK BAR","MANHATTAN","741","ST NICHOLAS AVENUE",10031,"2129260133","American","12/17/13","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",13,"A","12/17/13","9/27/17","Cycle Inspection / Initial Inspection","741 ST NICHOLAS AVENUE",-73.9439039,40.8255646,"741 st nicholas ave, new york, ny 10031, usa"
40880188,"HEIDELBERG RESTAURANT","MANHATTAN","1648","2 AVENUE",10028,"2126282332","German","2/27/17","Violations were cited in the following area(s).","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.","Critical",18,"","","9/27/17","Cycle Inspection / Initial Inspection","1648 2 AVENUE",-73.951729,40.7774408,"1648 2nd ave, new york, ny 10028, usa"
50037466,"HAMPTON CHUTNEY CO","MANHATTAN","143","GRAND ST",10013,"6312673131","Indian","9/25/17","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140’äÎ_ F.","Critical",32,"","","9/27/17","Cycle Inspection / Initial Inspection","143 GRAND ST",-73.9995943,40.7200573,"143 grand st, new york, ny 10013, usa"
50008635,"MANGANARO'S HERO BOY","MANHATTAN","494","9TH AVE",10018,"2129477325","American","8/2/16","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",11,"A","8/2/16","9/27/17","Cycle Inspection / Initial Inspection","494 9TH AVE",-73.9944558,40.755521,"494 9th ave, new york, ny 10018, usa"
41391794,"BEST PIZZA ON 1ST.","MANHATTAN","1038","1 AVENUE",10022,"2126448400","Pizza","10/15/14","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical",26,"","","9/27/17","Cycle Inspection / Initial Inspection","1038 1 AVENUE",-73.9629223,40.7579559,"1038 1st avenue, new york, ny 10022, usa"
50045890,"La Margarita","MANHATTAN","151","LUDLOW ST",10002,"2122281233","Pizza","3/7/17","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140’äÎ_ F.","Critical",12,"A","3/7/17","9/27/17","Cycle Inspection / Initial Inspection","151 LUDLOW ST",-73.9881385,40.7208548,"151 ludlow st, new york, ny 10002, usa"
50051927,"KENNEDY FRIED CHICKEN","MANHATTAN","2232","3RD AVE",10035,"7182106999","Chicken","2/6/17","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",12,"A","2/6/17","9/27/17","Cycle Inspection / Re-inspection","2232 3RD AVE",-74.0074456,40.6548354,"2232 3rd ave, brooklyn, ny 11232, usa"
50032730,"PARIS SANDWICH","MANHATTAN","217","GRAND ST",10013,"2122263828","Vietnamese/Cambodian/Malaysia","5/5/17","Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",81,"","","9/27/17","Cycle Inspection / Initial Inspection","217 GRAND ST",-73.996052,40.7186719,"217 grand st, new york, ny 10013, usa"
40612297,"ISE MENKUI-TEI","MANHATTAN","58","WEST   56 STREET",10019,"2127078702","Japanese","4/3/17","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",37,"C","4/3/17","9/27/17","Cycle Inspection / Re-inspection","58 WEST   56 STREET",-73.9771711,40.7633128,"58 w 56th st, new york, ny 10019, usa"
50002313,"THE BUTHCHER'S DAUGHTER MARKET","MANHATTAN","166","ELIZABETH STREET",10012,"2122193434","Juice, Smoothies, Fruit Salads","3/30/16","Violations were cited in the following area(s).","06B","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.","Critical",12,"A","3/30/16","9/27/17","Cycle Inspection / Re-inspection","166 ELIZABETH STREET",-73.9946574,40.7207588,"166 elizabeth st, new york, ny 10012, usa"
50005446,"Pizza Guys","MANHATTAN","3609","BROADWAY",10031,"6465907712","Pizza/Italian","1/15/15","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",20,"","","9/27/17","Cycle Inspection / Initial Inspection","3609 BROADWAY",-73.9490354,40.8288917,"3609 broadway, new york, ny 10031, usa"
41297135,"PLANET ROSE","MANHATTAN","219","AVENUE A",10009,"2123539500","American","6/27/16","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",15,"B","6/27/16","9/27/17","Cycle Inspection / Re-inspection","219 AVENUE A",-73.9807172,40.7301415,"219 avenue a, new york, ny 10009, usa"
50035866,"WONG KEE RESTAURANT","MANHATTAN","102","MOTT ST",10013,"2122740696","Chinese","1/22/16","Violations were cited in the following area(s).","05D","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.","Critical",33,"","","9/27/17","Cycle Inspection / Initial Inspection","102 MOTT ST",-73.9971994,40.7173721,"102 mott st, new york, ny 10013, usa"
41250025,"YUNG SUN SEAFOOD RESTAURANT","MANHATTAN","47","EAST BROADWAY",10002,"2123469888","Chinese","12/5/16","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",18,"","","9/27/17","Cycle Inspection / Reopening Inspection","47 EAST BROADWAY",-73.9958098,40.7133878,"47 e broadway, new york, ny 10002, usa"
40783967,"THE PIZZA PUB / AMPERSAND","MANHATTAN","294","3 AVENUE",10010,"2124778100","Pizza","12/23/14","Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.","02B","Hot food item not held at or above 140’äÎ_ F.","Critical",57,"","","9/27/17","Cycle Inspection / Re-inspection","294 3 AVENUE",-73.9865885,40.6770208,"294 3rd ave, brooklyn, ny 11215, usa"
40402369,"COLONY CLUB","MANHATTAN","564","PARK AVENUE",10065,"2128384200","American","7/17/15","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",9,"A","7/17/15","9/27/17","Cycle Inspection / Re-inspection","564 PARK AVENUE",-73.9687016,40.7651481,"564 park ave, new york, ny 10065, usa"
50009321,"QUE RICO POLLO RESTAURANT & GRILL","MANHATTAN","46","SAINT NICHOLAS AVE",10026,"2122222381","Spanish","2/26/15","Violations were cited in the following area(s).","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.","Not Critical",24,"B","2/26/15","9/27/17","Cycle Inspection / Re-inspection","46 SAINT NICHOLAS AVE",-73.920986,40.706843,"46 st nicholas ave, brooklyn, ny 11237, usa"
50003079,"BARILLA RESTAURANTS","MANHATTAN","1290","AVENUE OF THE AMERICAS",10104,"6465595023","Italian","8/22/16","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",12,"A","8/22/16","9/27/17","Cycle Inspection / Re-inspection","1290 AVENUE OF THE AMERICAS",-73.9788795,40.7604692,"1290 6th ave, new york, ny 10104, usa"
50043581,"KUSTORY KABAB","MANHATTAN","126","LEXINGTON AVE",10016,"9172620867","Indian","12/17/15","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",12,"A","12/17/15","9/27/17","Pre-permit (Operational) / Initial Inspection","126 LEXINGTON AVE",-73.9824728,40.742961,"126 lexington ave, new york, ny 10016, usa"
41008413,"TU SONRISA","MANHATTAN","132","AUDUBON AVENUE",10032,"2125430218","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","8/5/16","Violations were cited in the following area(s).","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140í‰Œ_ F to 70í‰Œ_ F or less within 2 hours, and from 70í‰Œ_ F to 41í‰Œ_ F or less within 4 additional hours.","Critical",22,"","","9/27/17","Cycle Inspection / Initial Inspection","132 AUDUBON AVENUE",-73.9369043,40.8429045,"132 audubon ave, new york, ny 10032, usa"
50042711,"CHAZZ PALMINTERI RISTORANTE ITALIANO","MANHATTAN","890","2ND AVE",10017,"9175180659","Italian","2/8/17","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",12,"A","2/8/17","9/27/17","Cycle Inspection / Re-inspection","890 2ND AVE",-73.9693632,40.753185,"890 2nd ave, new york, ny 10017, usa"
41381712,"DANCING CRANE EXPRESS (Arsenal)","MANHATTAN","830","5 AVENUE",10065,"2122886077","Cafí€Œ©/Coffee/Tea","7/13/17","Violations were cited in the following area(s).","09C","Food contact surface not properly maintained.","Not Critical",4,"A","7/13/17","9/27/17","Cycle Inspection / Initial Inspection","830 5 AVENUE",-73.9712717,40.7676538,"830 5th ave, new york, ny 10065, usa"
50003434,"Q MARQET","MANHATTAN","38","E 98TH ST",10029,"2128311754","American","11/4/13","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",28,"C","11/4/13","9/27/17","Pre-permit (Operational) / Re-inspection","38 E 98TH ST",-73.9537346,40.7886376,"38 e 98th st, new york, ny 10029, usa"
50008210,"KOKO WINGS","MANHATTAN","248","W 106TH ST",10025,"2129327722","Chicken","5/2/14","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical",11,"A","5/2/14","9/27/17","Pre-permit (Operational) / Initial Inspection","248 W 106TH ST",-73.9673733,40.8009196,"248 w 106th st, new york, ny 10025, usa"
40535399,"VON","MANHATTAN","3","BLEECKER STREET",10012,"2124733039","American","5/26/16","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",10,"A","5/26/16","9/27/17","Cycle Inspection / Initial Inspection","3 BLEECKER STREET",-73.99259,40.725475,"3 bleecker st, new york, ny 10012, usa"
50064289,"THE MILL","MANHATTAN","140","E 52ND ST",10022,"2128260302","American","9/20/17","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",11,"A","9/20/17","9/27/17","Pre-permit (Operational) / Re-inspection","140 E 52ND ST",-73.971269,40.757499,"140 e 52nd st, new york, ny 10022, usa"
41602946,"FRANCESCA LA VELA CUCINA","MANHATTAN","373","AMSTERDAM AVENUE",10024,"2128777818","Italian","4/11/16","Violations were cited in the following area(s).","02G","Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.","Critical",9,"A","4/11/16","9/27/17","Cycle Inspection / Initial Inspection","373 AMSTERDAM AVENUE",-73.9786752,40.7821681,"373 amsterdam ave, new york, ny 10024, usa"
41373149,"CAROL'S BUN","MANHATTAN","139","EAST BROADWAY",10002,"2125660203","Chinese","4/21/16","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",25,"B","4/21/16","9/27/17","Cycle Inspection / Re-inspection","139 EAST BROADWAY",-73.9915016,40.7137592,"139 e broadway, new york, ny 10002, usa"
50002500,"PIPPALI","MANHATTAN","129","E 27TH ST",10016,"2126891999","Indian","5/6/14","Violations were cited in the following area(s).","02G","Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.","Critical",43,"","","9/27/17","Cycle Inspection / Initial Inspection","129 E 27TH ST",-73.9832694,40.7423842,"129 e 27th st, new york, ny 10016, usa"
50044002,"BALLY TOTAL FITNESS JUICE BAR","MANHATTAN","139","W 32ND ST",10001,"2124651750","Juice, Smoothies, Fruit Salads","2/3/16","Violations were cited in the following area(s).","10J","''''Wash hands sign not posted at hand wash facility.","Not Critical",7,"A","2/3/16","9/27/17","Pre-permit (Operational) / Re-inspection","139 W 32ND ST",-73.9901271,40.7491705,"139 w 32nd st, new york, ny 10001, usa"
50068144,"PAPRIKA KOSHER RESTAURANT","MANHATTAN","56","E 34TH ST",10016,"2126791100","Jewish/Kosher","8/29/17","Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",86,"","","9/27/17","Pre-permit (Operational) / Initial Inspection","56 E 34TH ST",-73.9822438,40.747196,"56 e 34th st, new york, ny 10016, usa"
41701016,"THE TULCINGO AZTECA","MANHATTAN","3861","10 AVENUE",10034,"2125676028","Mexican","11/13/15","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",23,"","","9/27/17","Cycle Inspection / Initial Inspection","3861 10 AVENUE",-74.0093085,40.7400256,"3861 10th ave, new york, ny 10014, usa"
41162067,"CHEF YU / AZUKI","MANHATTAN","520","8 AVENUE",10018,"2127366150","Chinese","8/25/14","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",11,"A","8/25/14","9/27/17","Cycle Inspection / Initial Inspection","520 8 AVENUE",-73.9919341,40.753645,"520 8th ave, new york, ny 10018, usa"
41444879,"GRAND BO KY RESTAURANT","MANHATTAN","214216","GRAND STREET",10013,"2122199228","Chinese","2/17/15","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",11,"A","2/17/15","9/27/17","Cycle Inspection / Re-inspection","214216 GRAND STREET",-73.9914517,40.7174309,"grand st, new york, ny, usa"
41543826,"UMBERTO'S CLAM HOUSE","MANHATTAN","132","MULBERRY STREET",10013,"2124317545","Italian","10/13/15","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",36,"","","9/27/17","Cycle Inspection / Initial Inspection","132 MULBERRY STREET",-73.9976166,40.7184206,"132 mulberry st, new york, ny 10013, usa"
40544528,"LE GIGOT","MANHATTAN","18","CORNELIA ST",10014,"2126273737","French","6/17/15","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",9,"A","6/17/15","9/27/17","Cycle Inspection / Re-inspection","18 CORNELIA ST",-74.001914,40.7313345,"18 cornelia st, new york, ny 10014, usa"
50033805,"RUSTIC TABLE","MANHATTAN","500","W 42ND ST",10036,"2122440744","Mediterranean","6/25/15","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",17,"","","9/27/17","Cycle Inspection / Initial Inspection","500 W 42ND ST",-73.995872,40.759451,"500 w 42nd st, new york, ny 10036, usa"
50043277,"POKEWORKS","MANHATTAN","63","W 37TH ST",10018,"2125758881","Hawaiian","11/14/16","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical",8,"A","11/14/16","9/27/17","Cycle Inspection / Re-inspection","63 W 37TH ST",-73.9859569,40.7516837,"63 w 37th st, new york, ny 10018, usa"
41690085,"PERGOLA","MANHATTAN","109","WEST   39 STREET",10018,"2127682211","Delicatessen","10/4/16","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",20,"","","9/27/17","Cycle Inspection / Initial Inspection","109 WEST   39 STREET",-73.9858499,40.753463,"109 w 39th st, new york, ny 10018, usa"
41590295,"RISTORANTE LUNA","MANHATTAN","115","MULBERRY STREET",10013,"2124330132","Italian","5/5/15","Violations were cited in the following area(s).","09C","Food contact surface not properly maintained.","Not Critical",32,"","","9/27/17","Cycle Inspection / Initial Inspection","115 MULBERRY STREET",-73.9984226,40.7176893,"115 mulberry st, new york, ny 10013, usa"
50043337,"MALA PROJECT","MANHATTAN","122","1ST AVE",10009,"2123538880","Chinese","9/22/16","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical",10,"A","9/22/16","9/27/17","Cycle Inspection / Initial Inspection","122 1ST AVE",-73.985363,40.7271041,"122 1st avenue, new york, ny 10009, usa"
