"","Zipcode","price","bedrooms","bathrooms","addr","Restaurant","Store","Club.Bar","Transport","Art.Ent"
"3545",10021,2850,1,1,"845 United Nations Plz #5F","1","3","2","2","1"
"3546",10021,2625,1,1,"404 E 88th St","1","3","2","2","1"
"3547",10021,20000,3,3,"210 E 65th St #9HI","1","3","2","2","1"
"3548",10021,3350,2,1,"331 E 89th St #1E","1","3","2","2","1"
"3549",10021,2700,1,1,"359 E 62nd St #6D","1","3","2","2","1"
"3550",10021,3700,1,1,"401 E 80th St #26E","1","3","2","2","1"
"3551",10021,2980,1,2,"1743 1st Ave #2A","1","3","2","2","1"
"3552",10021,3200,1,1,"196 E 75th St #3H","1","3","2","2","1"
"3553",10021,1850,1,7,"305 E 84th St #5RW","1","3","2","2","1"
"3554",10021,3695,1,1,"422 E 72nd St #15B","1","3","2","2","1"
"3555",10021,2675,1,1,"344 E 63rd St #2B","1","3","2","2","1"
"3556",10021,3200,1,1,"340 E 52nd St #2C","1","3","2","2","1"
"3557",10021,2700,2,1,"514 E 82nd St #2R","1","3","2","2","1"
"3558",10021,1775,1,6,"321 E 88th St #16A","1","3","2","2","1"
"3559",10021,2400,1,6,"39 E 65th St #2A","1","3","2","2","1"
"3560",10021,3139,1,5,"188 E 64th St #705","1","3","2","2","1"
"3561",10021,8118,2,2,"1065 2nd Ave #16G","1","3","2","2","1"
"3562",10021,2774,1,1,"336 E 81st St #6E","1","3","2","2","1"
"3563",10021,5800,3,2,"425 E 79th St #16","1","3","2","2","1"
"3564",10021,17000,6,3,"526 E 87th St #TWNH","1","3","2","2","1"
"3565",10021,5000,1,1,"715 Park Ave #3C","1","3","2","2","1"
"3566",10021,1900,1,3,"341 E 77th St #1W","1","3","2","2","1"
"3567",10021,2050,1,3,"340 E 53rd St #2C","1","3","2","2","1"
"3568",10021,2195,1,3,"246 E 71st St #4C","1","3","2","2","1"
"3569",10021,1825,1,3,"535 E 81st St #1A","1","3","2","2","1"
"3570",10021,3800,1,1,"230 E 50th St #1A","1","3","2","2","1"
"3571",10021,2200,1,1,"425 E 65th St #12","1","3","2","2","1"
"3572",10021,1850,1,4,"438 E 77th St #3C","1","3","2","2","1"
"3573",10021,2295,1,3,"244 E 71st St #3B","1","3","2","2","1"
"3574",10021,2600,1,2,"405 E 56th St #2EB","1","3","2","2","1"
"3575",10021,3323,1,1,"411 E 53rd St #12M","1","3","2","2","1"
"3576",10021,3275,1,1,"301 E 79th St #23E","1","3","2","2","1"
"3577",10021,2361,1,1,"234 E 88th St #1B","1","3","2","2","1"
"3578",10021,3208,2,2,"1071 1st Ave #4N","1","3","2","2","1"
"3579",10021,2300,1,2,"343 E 76th St #3B","1","3","2","2","1"
"3580",10021,2150,1,2,"1360 York Ave #7M","1","3","2","2","1"
"3581",10021,3400,1,1,"223 E 61st St #4G","1","3","2","2","1"
"3582",10021,4700,3,2,"201 E 61st St #8","1","3","2","2","1"
"3583",10021,5500,1,2,"301 E 61st St #5D","1","3","2","2","1"
"3584",10021,2795,1,1,"555 E 78th St #LG","1","3","2","2","1"
"3585",10021,2250,1,2,"311 E 50th St #6F","1","3","2","2","1"
"3586",10021,3000,1,1,"301 E 79th St #4L","1","3","2","2","1"
"3587",10021,5107,3,2,"309 E 75th St #1","1","3","2","2","1"
"3588",10021,2470,1,1,"484 E 74th St #10","1","3","2","2","1"
"3589",10021,2250,1,1,"230 E 87th St #4D","1","3","2","2","1"
"3590",10021,2050,1,1,"408 E 83rd St #3A","1","3","2","2","1"
"3591",10021,4000,2,1,"320 E 58th St #11B","1","3","2","2","1"
"3592",10021,3995,1,1,"350 E 79th St #15K","1","3","2","2","1"
"3593",10021,3599,3,2,"345 E 72nd St #1C","1","3","2","2","1"
"3594",10021,2500,1,1,"236 E 78th St #5B","1","3","2","2","1"
"3595",10021,3235,2,1,"335 E 65th St #15","1","3","2","2","1"
"3596",10021,3285,2,1,"484 E 74th St #9","1","3","2","2","1"
"3597",10021,3995,1,1,"500 E 77th St #720","1","3","2","2","1"
"3598",10021,2250,1,1,"535 E 87th St #4A","1","3","2","2","1"
"3599",10021,1950,1,1,"1670 York Ave #5H","1","3","2","2","1"
"3600",10021,2475,1,1,"768 Madison Ave #3F","1","3","2","2","1"
"3601",10021,9200,2,2,"845 United Nations Plz #59D","1","3","2","2","1"
"3602",10021,8975,2,2,"200 E 65th St #19FG","1","3","2","2","1"
"3603",10021,3000,1,1,"845 United Nations Plz #25F","1","3","2","2","1"
"3604",10021,88000,7,8,"10 E 62nd St","1","3","2","2","1"
"3605",10021,6500,1,1,"417 E 57th St #ES1","1","3","2","2","1"
"3606",10021,40000,6,5,"161 E 74th St","1","3","2","2","1"
"3607",10021,7500,2,2,"400 E 67th St #9F","1","3","2","2","1"
"3608",10021,11000,3,3,"845 United Nations Plz #25A","1","3","2","2","1"
"3609",10021,23000,5,6,"401 E 60th St #38AB","1","3","2","2","1"
"3610",10021,6750,2,2,"300 E 64th St #9A","1","3","2","2","1"
"3611",10021,6995,1,1,"29 E 63rd St #4A","1","3","2","2","1"
"3612",10021,5107,1,1,"1065 2nd Ave #10B","1","3","2","2","1"
"3613",10021,5551,1,1,"1065 2nd Ave #23D","1","3","2","2","1"
"3614",10021,2600,1,1,"110 E 61st St #2A","1","3","2","2","1"
"3615",10021,11150,3,3,"200 E 66th St #A701","1","3","2","2","1"
"3616",10021,35000,3,3,"151 E 58th St #48B","1","3","2","2","1"
"3617",10021,25000,4,3,"157 E 84th St #THE","1","3","2","2","1"
"3618",10021,14995,5,4,"248 E 83rd St #2","1","3","2","2","1"
"3619",10021,15000,3,2,"337 E 82nd St #1","1","3","2","2","1"
"3620",10021,6200,2,2,"250 E 54th St #10A","1","3","2","2","1"
"3621",10021,7200,3,3,"220 E 65th St #4G","1","3","2","2","1"
"3622",10021,5650,4,2,"342 E 85th St #15","1","3","2","2","1"
"3623",10021,2725,1,5,"412 E 55th St #3A","1","3","2","2","1"
"3624",10021,6100,2,2,"530 E 76th St #19JK","1","3","2","2","1"
"3625",10021,6100,2,2,"343 E 74th St #2B","1","3","2","2","1"
"3626",10021,8200,2,2,"305 E 85th St #7A","1","3","2","2","1"
"3627",10021,12000,2,2,"301 E 50th St #11A","1","3","2","2","1"
"3628",10021,9975,3,3,"167 E 61st St #36C","1","3","2","2","1"
"3629",10021,3850,1,1,"404 E 55th St #10A","1","3","2","2","1"
"3630",10021,3700,1,1,"360 E 55th St #15D","1","3","2","2","1"
"3631",10021,6175,1,1,"300 E 55th St #2F","1","3","2","2","1"
"3632",10021,3650,1,1,"405 E 61st St #2A","1","3","2","2","1"
"3633",10021,14800,3,2,"515 E 72nd St #40D","1","3","2","2","1"
"3634",10021,5250,2,2,"301 E 79th St #4A","1","3","2","2","1"
"3635",10021,7250,3,3,"221 E 50th St","1","3","2","2","1"
"3636",10021,4000,1,1,"405 E 54th St #11N","1","3","2","2","1"
"3637",10021,3775,1,1,"404 E 55th St #6C","1","3","2","2","1"
"3638",10021,3804,1,1,"400 E 58th St #9E","1","3","2","2","1"
"3639",10021,4525,1,1,"240 E 86th St #10A","1","3","2","2","1"
"3640",10021,21800,4,4,"151 E 80th St #8A","1","3","2","2","1"
"3641",10021,2800,2,1,"500 1/2 E 84th St #1B","1","3","2","2","1"
"3642",10021,3095,2,1,"315 E 84th St #33","1","3","2","2","1"
"3643",10021,2150,1,2,"1452 2nd Ave #14","1","3","2","2","1"
"3644",10021,5495,3,2,"164 E 61st St #2","1","3","2","2","1"
"3645",10021,2795,1,1,"428 E 89th St #1B","1","3","2","2","1"
"3646",10021,5222,1,1,"1065 2nd Ave #16D","1","3","2","2","1"
"3647",10021,4995,3,2,"355 E 72nd St #2H","1","3","2","2","1"
"3648",10021,6186,2,2,"201 E 86th St #15A","1","3","2","2","1"
"3649",10021,3700,1,1,"165 E 61st St #3C","1","3","2","2","1"
"3650",10021,3450,2,1,"310 E 55th St #4C","1","3","2","2","1"
"3651",10021,2150,1,1,"413 E 81st St #5B","1","3","2","2","1"
"3652",10021,9750,3,2,"40 Sutton Pl #3H","1","3","2","2","1"
"3653",10021,4300,2,2,"312 E 90th St #5D","1","3","2","2","1"
"3654",10021,2650,1,1,"401 E 60th St #9P","1","3","2","2","1"
"3655",10021,4995,2,2,"330 E 75th St #3B","1","3","2","2","1"
"3656",10021,1950,1,1,"308 E 78th St #30","1","3","2","2","1"
"3657",10021,3295,1,1,"389 E 89th St #6F","1","3","2","2","1"
"3658",10021,3500,1,1,"240 E 86th St #8L","1","3","2","2","1"
"3659",10021,8720,3,2,"240 E 86th St #15L","1","3","2","2","1"
"3660",10021,6100,2,2,"444 E 82nd St #19G","1","3","2","2","1"
"3661",10021,6542,3,2,"305 E 86th St #10VE","1","3","2","2","1"
"3662",10021,4300,1,1,"240 E 86th St #6C","1","3","2","2","1"
"3663",10021,7695,2,2,"240 E 86th St #20H","1","3","2","2","1"
"3664",10021,4400,1,1,"240 E 86th St #18H","1","3","2","2","1"
"3665",10021,5700,3,2,"520 E 85th St #3","1","3","2","2","1"
"3666",10021,4850,1,1,"200 E 66th St #A32","1","3","2","2","1"
"3667",10021,3950,1,1,"400 E 70th St #2201","1","3","2","2","1"
"3668",10021,11995,2,3,"845 United Nations Plz #63C","1","3","2","2","1"
"3669",10021,3680,1,1,"515 E 72nd St #15D","1","3","2","2","1"
"3670",10021,9000,2,2,"250 E 53rd St #3002","1","3","2","2","1"
"3671",10021,11900,3,3,"200 E 66th St #A1901","1","3","2","2","1"
"3672",10021,1975,1,1,"232 E 81st St #5D","1","3","2","2","1"
"3673",10021,6925,1,1,"336 E 54th St #4B","1","3","2","2","1"
"3674",10021,8736,2,2,"360 E 65th St #PHB","1","3","2","2","1"
"3675",10021,35000,3,2,"227 E 67th St #4","1","3","2","2","1"
"3676",10021,25000,4,3,"4 E 65th St #1","1","3","2","2","1"
"3677",10021,2000,1,1,"219 E 85th St #12A","1","3","2","2","1"
"3678",10021,2495,2,1,"1584 1st Ave #2","1","3","2","2","1"
"3679",10021,9400,3,2,"6 E 65th St #1CC","1","3","2","2","1"
"3680",10021,3995,1,6,"240 E 86th St #19E","1","3","2","2","1"
"3681",10021,6500,2,2,"389 E 89th St #15C","1","3","2","2","1"
"3682",10021,6800,2,2,"250 E 53rd St #402","1","3","2","2","1"
"3683",10021,24000,4,4,"200 E 66th St #1004","1","3","2","2","1"
"3684",10021,4812,2,2,"1735 York Ave #30B","1","3","2","2","1"
"3685",10021,3900,1,1,"300 E 62nd St #2201","1","3","2","2","1"
"3686",10021,2350,1,4,"370 E 69th St #3F","1","3","2","2","1"
"3687",10021,3900,1,1,"1735 York Ave #30E","1","3","2","2","1"
"3688",10021,19500,4,5,"845 United Nations Plz #34DE","1","3","2","2","1"
"3689",10021,3300,1,1,"340 E 66th St #6G","1","3","2","2","1"
"3690",10021,3000,2,1,"426 E 58th St #2B","1","3","2","2","1"
"3691",10021,3150,2,1,"438 E 89th St #1B","1","3","2","2","1"
"3692",10021,60000,5,4,"184 E 64th St #MAISONETTE","1","3","2","2","1"
"3693",10021,13000,3,4,"350 E 79th St #33B","1","3","2","2","1"
"3694",10021,5300,2,1,"135 E 54th St #12C","1","3","2","2","1"
"3695",10021,2500,1,1,"240 E 76th St #9U","1","3","2","2","1"
"3696",10021,10000,3,3,"422 E 72nd St #25E","1","3","2","2","1"
"3697",10021,3850,1,1,"515 E 72nd St #18E","1","3","2","2","1"
"3698",10021,2700,2,1,"501 1/2 E 83rd St #3F","1","3","2","2","1"
"3699",10021,2575,1,1,"216 E 84th St #4A","1","3","2","2","1"
"3700",10021,4600,3,1,"309 E 52nd St #2","1","3","2","2","1"
"3701",10021,11538,3,3,"1065 2nd Ave #24-G","1","3","2","2","1"
"3702",10021,45000,1,7,"166 E 81st St","1","3","2","2","1"
"3703",10021,4500,3,1,"309 E 52nd St #4","1","3","2","2","1"
"3704",10021,2995,2,1,"338 E 61st St #10","1","3","2","2","1"
"3705",10021,1850,1,1,"414 E 78th St #A1","1","3","2","2","1"
"3706",10021,9773,3,2,"245 E 80th St","1","3","2","2","1"
"3707",10021,5800,2,2,"360 E 57th St #25B","1","3","2","2","1"
"3708",10021,5100,2,2,"30 River Rd","1","3","2","2","1"
"3709",10021,4000,2,1,"420 E 55th St #7E","1","3","2","2","1"
"3710",10021,2400,1,6,"120 E 64th St #4F","1","3","2","2","1"
"3711",10021,2450,1,1,"234 E 58th St #10","1","3","2","2","1"
"3712",10021,2450,1,1,"234 E 58th St #9","1","3","2","2","1"
"3713",10021,2450,1,1,"234 E 58th St #12","1","3","2","2","1"
"3714",10021,2450,1,6,"353 E 78th St #11D","1","3","2","2","1"
"3715",10021,5500,2,2,"219 E 69th St #2D","1","3","2","2","1"
"3716",10021,6200,2,2,"210 E 65th St #21J","1","3","2","2","1"
"3717",10021,3200,2,1,"1590 York Ave #3A","1","3","2","2","1"
"3718",10021,2100,1,1,"534 E 83rd St #4C","1","3","2","2","1"
"3719",10021,2300,1,6,"402 E 74th St #1C","1","3","2","2","1"
"3720",10021,4995,4,2,"1457 3rd Ave #5N","1","3","2","2","1"
"3721",10021,3500,1,1,"349 E 52nd St #2F","1","3","2","2","1"
"3722",10021,3495,2,1,"1705 2nd Ave #3N","1","3","2","2","1"
"3723",10021,5350,2,2,"250 E 73rd St #6F","1","3","2","2","1"
"3724",10021,2195,1,1,"206 E 81st St #4A","1","3","2","2","1"
"3725",10021,3950,1,1,"200 E 87th St #17K","1","3","2","2","1"
"3726",10021,4800,1,1,"304 E 65th St #26B","1","3","2","2","1"
"3727",10021,7200,2,2,"250 E 53rd St #2702","1","3","2","2","1"
"3728",10021,7160,2,2,"400 E 84th St #25292","1","3","2","2","1"
"3729",10021,4733,1,1,"245 E 80th St #11-J","1","3","2","2","1"
"3730",10021,8500,2,2,"715 Park Ave #2B","1","3","2","2","1"
"3731",10021,2995,1,1,"155 E 75th St #4E","1","3","2","2","1"
"3732",10021,4250,2,1,"192 E 75th St #5B","1","3","2","2","1"
"3733",10021,6100,2,2,"330 E 49th St #PHB","1","3","2","2","1"
"3734",10021,15500,3,3,"400 E 67th St #28B","1","3","2","2","1"
"3735",10021,5500,1,2,"250 E 53rd St #1803","1","3","2","2","1"
"3736",10021,9500,3,2,"429 E 52nd St #37JH","1","3","2","2","1"
"3737",10021,5153,1,1,"1065 2nd Ave #16A","1","3","2","2","1"
"3738",10021,3195,1,1,"240 E 76th St #15V","1","3","2","2","1"
"3739",10021,12000,2,3,"303 E 57th St #45A","1","3","2","2","1"
"3740",10021,3300,1,1,"340 E 52nd St #4D","1","3","2","2","1"
"3741",10021,3200,1,8,"47 E 64th St #10C","1","3","2","2","1"
"3742",10021,3475,1,1,"220 E 60th St #5C","1","3","2","2","1"
"3743",10021,2250,1,8,"1380 1st Ave #5D","1","3","2","2","1"
"3744",10021,2300,1,9,"339 E 58th St #1G","1","3","2","2","1"
"3745",10021,6000,2,2,"300 E 51st St #16C","1","3","2","2","1"
"3746",10022,11970,2,1,"18 W 48th St","3","2","4","2","1"
"3747",10022,17000,2,2,"20 W 53rd St #21A","3","2","4","2","1"
"3748",10022,7820,1,2,"160 Central Park S #720","3","2","4","2","1"
"3749",10022,7000,1,1,"160 Central Park S #460","3","2","4","2","1"
"3750",10022,11300,1,1,"160 Central Park S #2911","3","2","4","2","1"
"3751",10022,9500,1,2,"160 Central Park S #1810","3","2","4","2","1"
"3752",10022,6500,1,1,"234 E 46th St","3","2","4","2","1"
"3753",10022,13000,1,1,"160 Central Park S #404","3","2","4","2","1"
"3754",10022,3450,1,1,"240 E 47th St #6E","3","2","4","2","1"
"3755",10022,22000,2,2,"157 W 57th St #43B","3","2","4","2","1"
"3756",10022,13900,3,2,"15 W 55th St #6A","3","2","4","2","1"
"3757",10022,3295,1,4,"106 Central Park S #11EE","3","2","4","2","1"
"3758",10022,6999,2,1,"58 W 58th St #18E","3","2","4","2","1"
"3759",10022,3375,1,1,"150 W 58th St","3","2","4","2","1"
"3760",10022,3900,1,1,"145 W 58th St","3","2","4","2","1"
"3761",10022,18500,2,2,"20 W 53rd St #25A","3","2","4","2","1"
"3762",10022,3275,1,1,"150 W 58th St #5D","3","2","4","2","1"
"3763",10022,5725,2,1,"145 W 58th St #9D","3","2","4","2","1"
"3764",10022,26500,3,3,"160 Central Park S #2707","3","2","4","2","1"
"3765",10022,2500,1,3,"145 E 48th St #12G","3","2","4","2","1"
"3766",10022,2850,2,1,"224 E 48th St #3A","3","2","4","2","1"
"3767",10022,6500,2,2,"150 W 56th St #5403","3","2","4","2","1"
"3768",10022,3350,1,2,"145 W 58th St #12E","3","2","4","2","1"
"3769",10022,6500,1,1,"15 W 53rd St #30E","3","2","4","2","1"
"3770",10022,4900,2,2,"212 E 47th St #11-G","3","2","4","2","1"
"3771",10022,9800,2,2,"33 W 56th St #6E","3","2","4","2","1"
"3772",10022,3300,1,1,"212 E 47th St #10D","3","2","4","2","1"
"3773",10022,5900,2,2,"100 United Nations Plz #12A","3","2","4","2","1"
"3774",10022,22500,2,2,"157 W 57th St #41B","3","2","4","2","1"
"3775",10022,9800,2,2,"106 Central Park S #32B","3","2","4","2","1"
"3776",10022,7100,2,2,"44 W 56th St #4","3","2","4","2","1"
"3777",10022,6145,1,1,"146 W 57th St #62B","3","2","4","2","1"
"3778",10022,4000,1,1,"212 E 47th St #16C","3","2","4","2","1"
"3779",10022,13950,1,1,"157 W 57th St #34A","3","2","4","2","1"
"3780",10022,4095,1,1,"101 W 55th St #3H","3","2","4","2","1"
"3781",10022,5200,2,2,"40 W 55th St #1E","3","2","4","2","1"
"3782",10022,5200,1,1,"146 W 57th St #44C","3","2","4","2","1"
"3783",10022,2850,1,1,"150 W 56th St #4106","3","2","4","2","1"
"3784",10022,2900,1,1,"140 E 46th St #8J","3","2","4","2","1"
"3785",10022,2750,1,1,"244 E 46th St #2C","3","2","4","2","1"
"3786",10022,3750,2,1,"244 E 46th St #2A","3","2","4","2","1"
"3787",10022,3450,1,1,"77 W 55th St #2J","3","2","4","2","1"
"3788",10022,4583,2,1,"160 E 48th St #5Q","3","2","4","2","1"
"3789",10022,3708,1,1,"160 E 48th St #10N","3","2","4","2","1"
"3790",10022,6833,3,2,"160 E 48th St #7A","3","2","4","2","1"
"3791",10022,3595,1,1,"101 W 55th St #802","3","2","4","2","1"
"3792",10022,2995,1,4,"100 W 58th St #10A","3","2","4","2","1"
"3793",10022,4100,1,1,"100 W 58th St #6E","3","2","4","2","1"
"3794",10022,7750,2,2,"146 W 57th St #43D","3","2","4","2","1"
"3795",10022,4000,1,1,"145 E 48th St #22A","3","2","4","2","1"
"3796",10022,5250,2,2,"40 W 55th St #3C","3","2","4","2","1"
"3797",10022,3500,1,1,"77 W 55th St #17G","3","2","4","2","1"
"3798",10022,2600,1,6,"300 E 46th St #10S","3","2","4","2","1"
"3799",10022,3000,2,1,"8 E 48th St #2C","3","2","4","2","1"
"3800",10022,3950,1,1,"100 United Nations Plz #25C","3","2","4","2","1"
"3801",10022,3350,1,1,"77 W 55th St #3J","3","2","4","2","1"
"3802",10022,7500,2,2,"58 W 58th St #31E","3","2","4","2","1"
"3803",10022,3437,3,1,"249 E 48th St #6E","3","2","4","2","1"
"3804",10022,2500,1,1,"129 E 47th St #4-A","3","2","4","2","1"
"3805",10022,2995,1,1,"140 W 55th St #4C","3","2","4","2","1"
"3806",10022,6995,2,2,"146 W 57th St #34A","3","2","4","2","1"
"3807",10022,2400,1,1,"236 E 47th St #17D","3","2","4","2","1"
"3808",10022,8500,1,1,"1 Central Park S #608","3","2","4","2","1"
"3809",10022,3400,1,1,"236 E 47th St #10B","3","2","4","2","1"
"3810",10022,4200,2,1,"57 W 58th St #8C","3","2","4","2","1"
"3811",10022,3775,2,1,"235 E 46th St #3E","3","2","4","2","1"
"3812",10022,3795,2,1,"235 E 46th St #2B","3","2","4","2","1"
"3813",10022,2495,1,1,"235 E 46th St #6A","3","2","4","2","1"
"3814",10022,5600,3,2,"215 E 48th St","3","2","4","2","1"
"3815",10022,8200,2,2,"146 W 57th St #59A","3","2","4","2","1"
"3816",10022,3000,1,1,"100 W 57th St #4A","3","2","4","2","1"
"3817",10022,3800,1,1,"865 United Nations Plz #10A","3","2","4","2","1"
"3818",10022,6500,2,2,"60 W 57th St #14H","3","2","4","2","1"
"3819",10022,2500,1,1,"106 Central Park S #10E","3","2","4","2","1"
"3820",10022,4500,3,1,"115 W 57th St #6","3","2","4","2","1"
"3821",10022,4250,3,2,"303 E 46th St #3E","3","2","4","2","1"
"3822",10022,2900,1,1,"150 W 56th St #3706","3","2","4","2","1"
"3823",10022,3550,2,1,"246 E 46th St #3F","3","2","4","2","1"
"3824",10022,4995,3,1,"300 E 46th St #7V","3","2","4","2","1"
"3825",10022,4950,3,1,"300 E 46th St #6V","3","2","4","2","1"
"3826",10022,2800,1,2,"77 W 55th St #8A","3","2","4","2","1"
"3827",10022,4900,3,2,"W 55th St and Ave Of The Americas","3","2","4","2","1"
"3828",10022,10500,3,3,"100 W 58th St #8D","3","2","4","2","1"
"3829",10022,9000,4,3,"140 W 55th St #15","3","2","4","2","1"
"3830",10022,5750,2,2,"100 W 58th St #8C","3","2","4","2","1"
"3831",10022,17250,2,2,"160 Central Park S","3","2","4","2","1"
"3832",10022,9200,1,1,"160 Central Park S #2915","3","2","4","2","1"
"3833",10022,3000,1,1,"58 W 58th St #9F","3","2","4","2","1"
"3834",10022,2450,1,2,"106 Central Park S #9O","3","2","4","2","1"
"3835",10022,17500,2,2,"160 Central Park S #3903","3","2","4","2","1"
"3836",10022,9095,4,3,"301 E 47th St #17C","3","2","4","2","1"
"3837",10022,2900,1,2,"145 E 48th St #5A","3","2","4","2","1"
"3838",10022,14500,2,2,"160 Central Park S #2501","3","2","4","2","1"
"3839",10022,12250,2,2,"41 W 58th St #PHA","3","2","4","2","1"
"3840",10022,2900,1,1,"300 E 46th St #11G","3","2","4","2","1"
"3841",10022,2350,1,1,"224 E 48th St #6CC","3","2","4","2","1"
"3842",10022,2950,1,1,"E 46th St and Lexington Ave","3","2","4","2","1"
"3843",10022,5500,2,2,"240 E 47th St #20E","3","2","4","2","1"
"3844",10022,5400,2,1,"240 E 47th St #15D","3","2","4","2","1"
"3845",10022,3100,2,1,"145 E 48th St #9G","3","2","4","2","1"
"3846",10022,8295,3,3,"301 E 47th St #18M","3","2","4","2","1"
"3847",10022,2900,1,3,"60 W 57th St #16G","3","2","4","2","1"
"3848",10022,2300,1,3,"321 E 48th St #3L","3","2","4","2","1"
"3849",10022,2975,1,1,"300 E 46th St #16G","3","2","4","2","1"
"3850",10022,4450,2,1,"301 E 47th St #9L","3","2","4","2","1"
"3851",10022,2950,1,1,"140 E 46th St #10R","3","2","4","2","1"
"3852",10022,4550,2,1,"301 E 47th St #9H","3","2","4","2","1"
"3853",10022,2600,1,3,"106 Cps #4H","3","2","4","2","1"
"3854",10022,8500,3,2,"15 W 55th St #7B","3","2","4","2","1"
"3855",10022,6000,1,1,"150 W 56th St #6105","3","2","4","2","1"
"3856",10022,3025,1,4,"145 W 58th St #11F","3","2","4","2","1"
"3857",10022,3990,1,2,"145 E 48th St #31A","3","2","4","2","1"
"3858",10022,2850,1,4,"210 E 47th St #4E","3","2","4","2","1"
"3859",10022,2500,1,1,"236 E 47th St #23D","3","2","4","2","1"
"3860",10022,4500,2,1,"150 E 49th St #8B","3","2","4","2","1"
"3861",10022,3400,1,5,"106 Central Park S #17L","3","2","4","2","1"
"3862",10022,4216,2,2,"236 E 47th St #12C","3","2","4","2","1"
"3863",10022,3400,1,1,"212 E 47th St #27E","3","2","4","2","1"
"3864",10022,3700,1,1,"865 1st Ave #2E","3","2","4","2","1"
"3865",10022,3250,1,1,"50 W 55th St #0007DJ","3","2","4","2","1"
"3866",10022,5500,2,1,"15 W 55th St #6D","3","2","4","2","1"
"3867",10022,8500,3,2,"15 W 55th St #7A","3","2","4","2","1"
"3868",10022,12000,1,1,"641 5th Ave #48B","3","2","4","2","1"
"3869",10022,1995,1,1,"57 W 58th St #3HH","3","2","4","2","1"
"3870",10022,2995,1,1,"321 E 48th St #6F","3","2","4","2","1"
"3871",10022,2800,1,6,"100 W 57th St #12B","3","2","4","2","1"
"3872",10022,8000,2,2,"641 5th Ave #32C","3","2","4","2","1"
"3873",10022,22500,2,2,"157 W 57th St #40C","3","2","4","2","1"
"3874",10022,4095,1,1,"101 W 55th St #1212","3","2","4","2","1"
"3875",10022,5041,3,2,"249 E 48th St #20A","3","2","4","2","1"
"3876",10022,29000,3,3,"15 W 53rd St #42AF","3","2","4","2","1"
"3877",10022,2950,1,1,"140 E 46th St #10H","3","2","4","2","1"
"3878",10022,4550,2,1,"301 E 47th St #7D","3","2","4","2","1"
"3879",10022,2500,1,4,"236 E 47th St #18-D","3","2","4","2","1"
"3880",10022,2400,1,3,"321 E 48th St #2E","3","2","4","2","1"
"3881",10022,2500,1,2,"58 W 58th St #14D","3","2","4","2","1"
"3882",10022,3200,1,1,"212 E 47th St #14J","3","2","4","2","1"
"3883",10022,2800,1,1,"105 W 55th St #5E","3","2","4","2","1"
"3884",10022,2950,1,1,"106 Central Park S #20","3","2","4","2","1"
"3885",10022,3500,1,1,"210 E 47th St #4H","3","2","4","2","1"
"3886",10022,2675,1,1,"333 E 46th St #3K","3","2","4","2","1"
"3887",10022,5000,2,2,"77 W 55th St #6B","3","2","4","2","1"
"3888",10022,3495,1,1,"146 E 49th St #5A","3","2","4","2","1"
"3889",10022,10400,3,2,"15 W 55th St #5B","3","2","4","2","1"
"3890",10022,2825,1,1,"142 E 49th St #2C","3","2","4","2","1"
"3891",10022,6695,2,2,"101 W 55th St #405","3","2","4","2","1"
"3892",10022,6000,3,2,"160 E 48th St #8B","3","2","4","2","1"
"3893",10022,3500,1,1,"160 E 48th St #5O","3","2","4","2","1"
"3894",10022,3400,2,1,"28 W 48th St #4R","3","2","4","2","1"
"3895",10022,4000,1,1,"240 E 47th St #31A","3","2","4","2","1"
"3896",10022,13000,3,2,"641 5th Ave #37D","3","2","4","2","1"
"3897",10022,6500,3,2,"300 E 46th St #18N","3","2","4","2","1"
"3898",10022,3650,1,1,"212 E 47th St #27H","3","2","4","2","1"
"3899",10022,19000,2,2,"20 W 53rd St #30B","3","2","4","2","1"
"3900",10022,5000,2,2,"212 E 47th St #14F","3","2","4","2","1"
"3901",10022,3575,1,1,"212 E 47th St #27A","3","2","4","2","1"
"3902",10022,3500,1,1,"145 E 48th St #33D","3","2","4","2","1"
"3903",10022,4995,1,1,"301 E 47th St #6B","3","2","4","2","1"
"3904",10022,6499,3,2,"212 E 47th St #20F","3","2","4","2","1"
"3905",10022,6300,1,1,"146 W 57th St #56B","3","2","4","2","1"
"3906",10022,2950,1,2,"301 E 47th St #2O","3","2","4","2","1"
"3907",10022,6300,2,2,"236 E 47th St #1F","3","2","4","2","1"
"3908",10022,6500,2,2,"100 United Nations Plz #14B","3","2","4","2","1"
"3909",10022,7200,2,2,"240 E 47th St #31D","3","2","4","2","1"
"3910",10022,2850,1,1,"150 W 56th St #4006","3","2","4","2","1"
"3911",10022,3225,1,1,"145 W 58th St #12G1","3","2","4","2","1"
"3912",10022,42500,4,4,"157 W 57th St #45C","3","2","4","2","1"
"3913",10022,2900,1,1,"236 E 47th St #14A","3","2","4","2","1"
"3914",10022,3495,1,1,"106 Central Park S #8O","3","2","4","2","1"
"3915",10022,5500,2,1,"15 W 55th St #5D","3","2","4","2","1"
"3916",10022,10000,3,3,"100 W 58th St","3","2","4","2","1"
"3917",10022,6850,2,2,"106 Central Park S #2B","3","2","4","2","1"
"3918",10022,4250,1,1,"15 W 53rd St #13C","3","2","4","2","1"
"3919",10022,10500,2,2,"15 W 53rd St #31B","3","2","4","2","1"
